b'3187475, -0.02, -0.03, 0.97, -0.24, 0.37, -0.67, 76.07, -25.06, -14.40, -0.7121, 0.0264, 0.0038, -0.7016, 4.86, 1.85, 270.89, 108.23\r\n'
b'3187575, -0.01, -0.03, 0.96, -0.24, 0.30, -0.61, 75.92, -23.86, -13.95, -0.7124, 0.0264, 0.0037, -0.7013, 4.85, 1.86, 270.94, 107.44\r\n'
b'3187675, -0.01, -0.03, 0.97, -0.24, 0.18, -0.61, 74.42, -25.51, -14.70, -0.7127, 0.0263, 0.0037, -0.7009, 4.84, 1.86, 270.99, 108.92\r\n'
b'3187775, -0.01, -0.03, 0.96, -0.24, 0.18, -0.55, 75.77, -24.01, -14.10, -0.7130, 0.0264, 0.0037, -0.7006, 4.83, 1.86, 271.05, 107.58\r\n'
b'3187876, -0.02, -0.03, 0.96, -0.24, 0.30, -0.61, 77.12, -26.26, -15.45, -0.7134, 0.0263, 0.0037, -0.7003, 4.83, 1.86, 271.10, 108.80\r\n'
b'3187975, -0.01, -0.03, 0.95, -0.30, 0.12, -0.49, 76.37, -25.96, -15.30, -0.7137, 0.0264, 0.0036, -0.6999, 4.82, 1.87, 271.16, 108.77\r\n'
b'3188076, -0.01, -0.03, 0.96, -0.18, 0.24, -0.61, 76.07, -24.46, -14.10, -0.7140, 0.0264, 0.0036, -0.6996, 4.82, 1.87, 271.21, 107.82\r\n'
b'3188175, -0.02, -0.03, 0.97, -0.12, 0.18, -0.55, 75.47, -25.06, -14.40, -0.7144, 0.0263, 0.0037, -0.6993, 4.82, 1.87, 271.26, 108.37\r\n'
b'3188276, -0.02, -0.03, 0.97, -0.12, 0.18, -0.61, 76.52, -23.71, -15.45, -0.7147, 0.0263, 0.0036, -0.6989, 4.82, 1.87, 271.32, 107.21\r\n'
b'3188376, -0.02, -0.02, 0.96, -0.18, 0.30, -0.55, 76.67, -24.91, -14.85, -0.7150, 0.0263, 0.0036, -0.6986, 4.81, 1.87, 271.37, 108.00\r\n'
b'3188476, -0.01, -0.03, 0.96, -0.30, 0.18, -0.61, 76.52, -24.76, -15.45, -0.7154, 0.0263, 0.0036, -0.6983, 4.80, 1.87, 271.42, 107.93\r\n'
b'3188576, -0.00, -0.02, 0.95, -0.18, 0.30, -0.61, 76.37, -25.96, -14.85, -0.7157, 0.0263, 0.0036, -0.6979, 4.79, 1.87, 271.48, 108.77\r\n'
b'3188676, -0.01, -0.03, 0.95, -0.24, 0.30, -0.49, 75.32, -26.41, -14.55, -0.7160, 0.0263, 0.0036, -0.6976, 4.79, 1.87, 271.53, 109.32\r\n'
b'3188776, -0.02, -0.03, 0.96, -0.18, 0.24, -0.55, 74.42, -25.81, -14.40, -0.7163, 0.0263, 0.0036, -0.6973, 4.80, 1.87, 271.59, 109.13\r\n'
b'3188876, -0.02, -0.03, 0.96, -0.24, 0.24, -0.61, 75.47, -25.81, -15.45, -0.7166, 0.0263, 0.0036, -0.6969, 4.79, 1.88, 271.64, 108.88\r\n'
b'3188976, -0.02, -0.03, 0.96, -0.18, 0.18, -0.49, 75.77, -25.51, -14.70, -0.7170, 0.0263, 0.0036, -0.6966, 4.79, 1.88, 271.69, 108.60\r\n'
b'3189076, -0.01, -0.03, 0.96, -0.30, 0.30, -0.61, 76.07, -24.01, -14.10, -0.7173, 0.0263, 0.0035, -0.6963, 4.78, 1.88, 271.74, 107.51\r\n'
b'3189176, -0.02, -0.02, 0.96, -0.24, 0.18, -0.79, 74.87, -23.86, -15.30, -0.7176, 0.0264, 0.0035, -0.6960, 4.78, 1.89, 271.79, 107.67\r\n'
b'3189276, -0.02, -0.04, 0.97, -0.24, 0.12, -0.61, 75.62, -25.36, -14.85, -0.7179, 0.0264, 0.0035, -0.6956, 4.78, 1.89, 271.85, 108.54\r\n'
b'3189376, -0.02, -0.03, 0.96, -0.18, 0.24, -0.49, 75.47, -25.81, -14.40, -0.7182, 0.0264, 0.0035, -0.6953, 4.79, 1.89, 271.90, 108.88\r\n'
b'3189476, -0.02, -0.03, 0.96, -0.24, 0.30, -0.43, 75.02, -25.81, -15.45, -0.7186, 0.0264, 0.0035, -0.6950, 4.78, 1.90, 271.95, 108.98\r\n'
b'3189577, -0.02, -0.02, 0.96, -0.12, 0.24, -0.61, 75.77, -25.81, -14.40, -0.7189, 0.0264, 0.0035, -0.6946, 4.78, 1.90, 272.01, 108.81\r\n'
b'3189676, -0.01, -0.02, 0.96, -0.12, 0.12, -0.55, 76.37, -24.61, -14.55, -0.7192, 0.0264, 0.0035, -0.6943, 4.78, 1.90, 272.06, 107.86\r\n'
b'3189777, -0.01, -0.03, 0.96, -0.24, 0.18, -0.55, 76.97, -24.31, -15.30, -0.7195, 0.0264, 0.0035, -0.6940, 4.78, 1.90, 272.11, 107.53\r\n'
b'3189876, -0.01, -0.03, 0.95, -0.30, 0.12, -0.55, 75.62, -23.86, -14.85, -0.7199, 0.0264, 0.0035, -0.6936, 4.78, 1.90, 272.17, 107.51\r\n'
b'3189977, -0.01, -0.04, 0.95, -0.24, 0.30, -0.67, 76.07, -25.51, -14.10, -0.7202, 0.0264, 0.0035, -0.6933, 4.77, 1.90, 272.22, 108.54\r\n'
b'3190077, -0.01, -0.04, 0.96, -0.18, 0.24, -0.55, 77.12, -24.46, -15.15, -0.7205, 0.0264, 0.0035, -0.6929, 4.77, 1.90, 272.27, 107.59\r\n'
b'3190177, -0.02, -0.02, 0.95, -0.24, 0.30, -0.67, 76.37, -24.31, -14.55, -0.7208, 0.0264, 0.0036, -0.6926, 4.78, 1.90, 272.33, 107.65\r\n'
b'3190277, -0.01, -0.02, 0.97, -0.24, 0.12, -0.67, 76.07, -24.01, -14.10, -0.7212, 0.0264, 0.0035, -0.6923, 4.78, 1.91, 272.38, 107.51\r\n'
b'3190377, -0.02, -0.02, 0.95, -0.37, 0.24, -0.67, 75.02, -25.51, -16.05, -0.7215, 0.0264, 0.0035, -0.6919, 4.76, 1.91, 272.44, 108.78\r\n'
b'3190477, -0.01, -0.03, 0.96, -0.24, 0.30, -0.55, 76.67, -25.66, -16.95, -0.7218, 0.0264, 0.0035, -0.6916, 4.76, 1.91, 272.49, 108.50\r\n'
b'3190577, -0.02, -0.02, 0.95, -0.24, 0.30, -0.61, 75.32, -25.36, -15.90, -0.7221, 0.0264, 0.0034, -0.6913, 4.75, 1.91, 272.54, 108.61\r\n'
b'3190677, -0.01, -0.03, 0.97, -0.37, 0.12, -0.61, 75.02, -25.06, -14.40, -0.7224, 0.0264, 0.0034, -0.6909, 4.75, 1.91, 272.60, 108.47\r\n'
b'3190777, -0.02, -0.03, 0.95, -0.30, 0.24, -0.55, 75.02, -24.76, -14.10, -0.7228, 0.0264, 0.0035, -0.6906, 4.75, 1.91, 272.65, 108.26\r\n'
b'3190877, -0.01, -0.03, 0.95, -0.30, 0.24, -0.49, 75.47, -25.06, -15.45, -0.7231, 0.0264, 0.0035, -0.6902, 4.75, 1.91, 272.70, 108.37\r\n'
b'3190977, -0.01, -0.03, 0.97, -0.18, 0.30, -0.61, 75.32, -24.61, -15.60, -0.7234, 0.0263, 0.0035, -0.6899, 4.75, 1.91, 272.75, 108.09\r\n'
b'3191077, -0.01, -0.04, 0.96, -0.30, 0.37, -0.67, 76.07, -24.76, -15.45, -0.7237, 0.0263, 0.0035, -0.6896, 4.74, 1.91, 272.81, 108.03\r\n'
b'3191177, -0.02, -0.03, 0.97, -0.30, 0.30, -0.67, 75.62, -24.31, -14.55, -0.7241, 0.0263, 0.0035, -0.6892, 4.73, 1.91, 272.87, 107.82\r\n'
b'3191277, -0.01, -0.03, 0.96, -0.37, 0.18, -0.55, 74.87, -25.66, -14.25, -0.7244, 0.0263, 0.0034, -0.6889, 4.73, 1.92, 272.92, 108.92\r\n'
b'3191377, -0.02, -0.02, 0.96, -0.24, 0.24, -0.61, 76.52, -24.76, -15.45, -0.7247, 0.0264, 0.0034, -0.6885, 4.73, 1.93, 272.97, 107.93\r\n'
b'3191478, -0.02, -0.04, 0.96, -0.30, 0.30, -0.67, 75.77, -25.81, -15.15, -0.7251, 0.0264, 0.0034, -0.6882, 4.72, 1.93, 273.03, 108.81\r\n'
b'3191577, -0.01, -0.03, 0.96, -0.30, 0.24, -0.61, 75.02, -25.06, -14.10, -0.7254, 0.0264, 0.0033, -0.6878, 4.72, 1.93, 273.08, 108.47\r\n'
b'3191678, -0.01, -0.02, 0.98, -0.12, 0.12, -0.49, 76.52, -24.76, -15.75, -0.7257, 0.0264, 0.0033, -0.6875, 4.72, 1.94, 273.14, 107.93\r\n'
b'3191777, -0.01, -0.03, 0.96, -0.06, 0.24, -0.49, 75.92, -25.36, -15.60, -0.7260, 0.0264, 0.0033, -0.6872, 4.71, 1.94, 273.19, 108.47\r\n'
b'3191878, -0.01, -0.03, 0.96, -0.12, 0.24, -0.49, 76.52, -24.76, -14.70, -0.7263, 0.0264, 0.0033, -0.6869, 4.71, 1.94, 273.24, 107.93\r\n'
b'3191978, -0.02, -0.03, 0.96, -0.30, 0.24, -0.61, 75.77, -24.46, -14.10, -0.7266, 0.0264, 0.0033, -0.6865, 4.71, 1.94, 273.29, 107.89\r\n'
b'3192078, -0.01, -0.04, 0.95, -0.18, 0.30, -0.61, 76.82, -25.51, -15.75, -0.7269, 0.0264, 0.0033, -0.6862, 4.71, 1.94, 273.34, 108.37\r\n'
b'3192178, -0.02, -0.03, 0.96, -0.18, 0.30, -0.61, 75.02, -24.76, -14.40, -0.7272, 0.0265, 0.0033, -0.6859, 4.70, 1.95, 273.40, 108.26\r\n'
b'3192278, -0.02, -0.03, 0.95, -0.18, 0.30, -0.55, 76.82, -24.76, -15.15, -0.7276, 0.0265, 0.0032, -0.6855, 4.70, 1.96, 273.45, 107.86\r\n'
b'3192378, -0.01, -0.03, 0.97, -0.30, 0.30, -0.61, 75.77, -25.06, -15.45, -0.7279, 0.0264, 0.0032, -0.6852, 4.69, 1.95, 273.50, 108.30\r\n'
b'3192478, -0.02, -0.03, 0.97, -0.18, 0.24, -0.55, 76.07, -25.06, -15.15, -0.7282, 0.0264, 0.0032, -0.6848, 4.69, 1.96, 273.56, 108.23\r\n'
b'3192578, -0.02, -0.03, 0.97, -0.30, 0.24, -0.67, 76.67, -26.41, -15.30, -0.7285, 0.0264, 0.0032, -0.6845, 4.68, 1.96, 273.61, 109.00\r\n'
b'3192678, -0.01, -0.02, 0.96, -0.24, 0.18, -0.61, 76.67, -24.91, -16.20, -0.7289, 0.0264, 0.0032, -0.6841, 4.68, 1.96, 273.67, 108.00\r\n'
b'3192778, -0.01, -0.03, 0.96, -0.18, 0.18, -0.67, 75.92, -24.61, -15.60, -0.7292, 0.0264, 0.0032, -0.6838, 4.68, 1.96, 273.72, 107.96\r\n'
b'3192878, -0.01, -0.02, 0.96, -0.12, 0.12, -0.55, 76.37, -24.31, -15.30, -0.7295, 0.0264, 0.0032, -0.6835, 4.67, 1.96, 273.77, 107.65\r\n'
b'3192978, -0.01, -0.03, 0.97, -0.12, 0.24, -0.61, 75.92, -23.86, -12.90, -0.7298, 0.0264, 0.0031, -0.6831, 4.66, 1.96, 273.82, 107.44\r\n'
b'3193078, -0.01, -0.03, 0.96, -0.30, 0.30, -0.61, 75.32, -24.31, -13.95, -0.7301, 0.0264, 0.0031, -0.6828, 4.64, 1.97, 273.88, 107.89\r\n'
b'3193179, -0.01, -0.02, 0.96, -0.24, 0.18, -0.55, 76.82, -25.51, -15.15, -0.7304, 0.0264, 0.0031, -0.6825, 4.65, 1.97, 273.93, 108.37\r\n'
b'3193278, -0.01, -0.04, 0.97, -0.18, 0.30, -0.55, 74.72, -26.26, -15.15, -0.7307, 0.0264, 0.0031, -0.6821, 4.65, 1.98, 273.98, 109.36\r\n'
b'3193379, -0.02, -0.03, 0.96, -0.18, 0.30, -0.55, 73.82, -24.31, -15.90, -0.7311, 0.0264, 0.0031, -0.6818, 4.64, 1.98, 274.03, 108.23\r\n'
b'3193478, -0.01, -0.04, 0.96, -0.24, 0.18, -0.61, 76.52, -25.06, -15.15, -0.7314, 0.0264, 0.0031, -0.6815, 4.65, 1.98, 274.09, 108.13\r\n'
b'3193579, -0.02, -0.03, 0.96, -0.18, 0.24, -0.61, 77.42, -25.66, -15.30, -0.7317, 0.0264, 0.0031, -0.6811, 4.64, 1.98, 274.14, 108.33\r\n'
b'3193679, -0.01, -0.04, 0.97, -0.18, 0.30, -0.55, 75.32, -25.36, -14.55, -0.7320, 0.0264, 0.0030, -0.6808, 4.63, 1.98, 274.19, 108.61\r\n'
b'3193778, -0.01, -0.04, 0.96, -0.18, 0.30, -0.49, 75.02, -25.06, -16.50, -0.7323, 0.0265, 0.0030, -0.6805, 4.63, 1.99, 274.24, 108.47\r\n'
b'3193879, -0.01, -0.03, 0.97, -0.12, 0.24, -0.55, 77.57, -25.51, -14.70, -0.7326, 0.0264, 0.0030, -0.6801, 4.62, 1.99, 274.30, 108.20\r\n'
b'3193978, -0.01, -0.03, 0.96, -0.06, 0.18, -0.61, 77.57, -24.76, -15.75, -0.7329, 0.0264, 0.0029, -0.6798, 4.61, 1.99, 274.35, 107.70\r\n'
b'3194079, -0.01, -0.03, 0.96, -0.24, 0.24, -0.55, 76.52, -24.76, -14.70, -0.7332, 0.0264, 0.0029, -0.6794, 4.60, 1.99, 274.40, 107.93\r\n'
b'3194179, -0.02, -0.03, 0.96, -0.24, 0.37, -0.67, 74.72, -25.06, -15.15, -0.7336, 0.0264, 0.0029, -0.6791, 4.60, 1.99, 274.46, 108.54\r\n'
b'3194279, -0.02, -0.03, 0.95, -0.12, 0.37, -0.67, 75.02, -25.06, -13.35, -0.7339, 0.0264, 0.0029, -0.6788, 4.60, 2.00, 274.51, 108.47\r\n'
b'3194379, -0.02, -0.03, 0.96, -0.18, 0.18, -0.49, 76.37, -25.36, -14.85, -0.7342, 0.0264, 0.0029, -0.6784, 4.60, 2.00, 274.56, 108.37\r\n'
b'3194479, -0.02, -0.03, 0.97, -0.24, 0.12, -0.49, 75.92, -24.31, -16.20, -0.7345, 0.0264, 0.0029, -0.6781, 4.58, 2.00, 274.61, 107.75\r\n'
b'3194579, -0.01, -0.03, 0.96, -0.24, 0.43, -0.55, 75.47, -24.76, -15.45, -0.7348, 0.0264, 0.0029, -0.6778, 4.58, 2.00, 274.67, 108.16\r\n'
b'3194679, -0.01, -0.02, 0.96, -0.18, 0.24, -0.61, 76.37, -23.86, -14.25, -0.7351, 0.0264, 0.0028, -0.6774, 4.58, 2.01, 274.72, 107.35\r\n'
b'3194779, -0.02, -0.03, 0.96, -0.30, 0.18, -0.55, 74.42, -25.06, -14.40, -0.7354, 0.0264, 0.0028, -0.6771, 4.57, 2.01, 274.77, 108.61\r\n'
b'3194879, -0.01, -0.03, 0.96, -0.18, 0.30, -0.55, 74.87, -24.31, -16.65, -0.7357, 0.0264, 0.0028, -0.6768, 4.56, 2.01, 274.82, 107.99\r\n'
b'3194979, -0.01, -0.03, 0.96, -0.12, 0.24, -0.61, 76.07, -24.46, -14.40, -0.7361, 0.0264, 0.0028, -0.6764, 4.56, 2.01, 274.88, 107.82\r\n'
b'3195079, -0.01, -0.02, 0.96, -0.18, 0.18, -0.61, 77.12, -24.76, -14.70, -0.7364, 0.0264, 0.0028, -0.6761, 4.56, 2.01, 274.93, 107.80\r\n'
b'3195179, -0.02, -0.03, 0.96, -0.24, 0.24, -0.49, 75.92, -25.36, -14.55, -0.7367, 0.0264, 0.0028, -0.6757, 4.57, 2.02, 274.98, 108.47\r\n'
b'3195279, -0.01, -0.03, 0.96, -0.30, 0.18, -0.61, 75.62, -25.36, -15.30, -0.7370, 0.0265, 0.0028, -0.6754, 4.57, 2.02, 275.03, 108.54\r\n'
b'3195380, -0.01, -0.03, 0.96, -0.18, 0.18, -0.61, 76.82, -24.01, -14.40, -0.7373, 0.0265, 0.0028, -0.6751, 4.57, 2.02, 275.09, 107.35\r\n'
b'3195479, -0.02, -0.03, 0.95, -0.18, 0.24, -0.55, 77.12, -23.71, -14.70, -0.7376, 0.0265, 0.0028, -0.6747, 4.57, 2.02, 275.14, 107.09\r\n'
b'3195580, -0.01, -0.03, 0.97, -0.30, 0.24, -0.67, 76.07, -24.46, -15.15, -0.7379, 0.0265, 0.0028, -0.6744, 4.58, 2.03, 275.19, 107.82\r\n'
b'3195679, -0.01, -0.04, 0.96, -0.18, 0.24, -0.61, 75.77, -26.56, -15.15, -0.7382, 0.0265, 0.0028, -0.6740, 4.57, 2.02, 275.25, 109.32\r\n'
b'3195780, -0.01, -0.03, 0.95, -0.24, 0.30, -0.67, 75.92, -24.61, -13.95, -0.7386, 0.0265, 0.0028, -0.6737, 4.57, 2.03, 275.30, 107.96\r\n'
b'3195880, -0.02, -0.04, 0.96, -0.30, 0.18, -0.61, 75.62, -24.61, -15.30, -0.7389, 0.0265, 0.0029, -0.6733, 4.57, 2.03, 275.36, 108.02\r\n'
b'3195980, -0.02, -0.02, 0.97, -0.24, 0.24, -0.73, 76.67, -24.31, -15.30, -0.7392, 0.0265, 0.0028, -0.6730, 4.57, 2.03, 275.41, 107.59\r\n'
b'3196080, -0.01, -0.03, 0.95, -0.30, 0.24, -0.55, 76.52, -25.06, -14.40, -0.7395, 0.0265, 0.0028, -0.6726, 4.56, 2.03, 275.47, 108.13\r\n'
b'3196180, -0.00, -0.03, 0.96, -0.18, 0.30, -0.67, 74.72, -23.71, -14.40, -0.7398, 0.0265, 0.0029, -0.6723, 4.57, 2.03, 275.52, 107.60\r\n'
b'3196280, -0.02, -0.04, 0.97, -0.24, 0.30, -0.61, 76.67, -23.86, -15.30, -0.7402, 0.0265, 0.0029, -0.6719, 4.57, 2.03, 275.57, 107.28\r\n'
b'3196380, -0.01, -0.02, 0.97, -0.24, 0.43, -0.61, 74.42, -25.06, -14.10, -0.7405, 0.0265, 0.0029, -0.6715, 4.57, 2.03, 275.63, 108.61\r\n'
b'3196480, -0.01, -0.03, 0.95, -0.30, 0.18, -0.55, 76.67, -24.91, -15.60, -0.7408, 0.0266, 0.0029, -0.6712, 4.57, 2.04, 275.68, 108.00\r\n'
b'3196580, -0.01, -0.03, 0.96, -0.24, 0.24, -0.55, 74.72, -24.76, -15.15, -0.7411, 0.0265, 0.0028, -0.6709, 4.56, 2.04, 275.73, 108.33\r\n'
b'3196680, -0.02, -0.03, 0.98, -0.24, 0.30, -0.67, 75.32, -24.61, -14.55, -0.7414, 0.0266, 0.0028, -0.6705, 4.56, 2.04, 275.79, 108.09\r\n'
b'3196780, -0.02, -0.03, 0.96, -0.18, 0.37, -0.55, 75.02, -25.81, -15.75, -0.7417, 0.0266, 0.0029, -0.6702, 4.57, 2.04, 275.85, 108.98\r\n'
b'3196881, -0.01, -0.04, 0.96, -0.24, 0.24, -0.61, 74.42, -25.81, -14.40, -0.7420, 0.0266, 0.0028, -0.6698, 4.56, 2.04, 275.90, 109.13\r\n'
b'3196980, -0.01, -0.03, 0.95, -0.24, 0.30, -0.49, 74.72, -24.46, -14.70, -0.7423, 0.0266, 0.0028, -0.6695, 4.57, 2.05, 275.95, 108.12\r\n'
b'3197081, -0.02, -0.03, 0.98, -0.24, 0.24, -0.55, 77.12, -25.81, -14.40, -0.7427, 0.0266, 0.0028, -0.6691, 4.56, 2.05, 276.00, 108.50\r\n'
b'3197180, -0.03, -0.03, 0.97, -0.12, 0.30, -0.61, 76.52, -24.46, -14.40, -0.7430, 0.0266, 0.0028, -0.6688, 4.57, 2.05, 276.06, 107.72\r\n'
b'3197281, -0.01, -0.03, 0.96, -0.24, 0.24, -0.61, 77.57, -25.51, -15.15, -0.7433, 0.0266, 0.0028, -0.6685, 4.56, 2.06, 276.11, 108.20\r\n'
b'3197381, -0.02, -0.03, 0.96, -0.18, 0.37, -0.61, 75.32, -25.36, -15.90, -0.7436, 0.0266, 0.0028, -0.6681, 4.56, 2.06, 276.16, 108.61\r\n'
b'3197481, -0.01, -0.03, 0.96, -0.24, 0.24, -0.55, 76.07, -25.06, -15.15, -0.7439, 0.0266, 0.0028, -0.6678, 4.55, 2.06, 276.21, 108.23\r\n'
b'3197581, -0.01, -0.04, 0.96, -0.18, 0.30, -0.67, 76.07, -25.06, -12.75, -0.7442, 0.0266, 0.0028, -0.6674, 4.55, 2.06, 276.27, 108.23\r\n'
b'3197681, -0.01, -0.03, 0.95, -0.18, 0.30, -0.55, 75.32, -25.66, -14.55, -0.7445, 0.0266, 0.0028, -0.6671, 4.54, 2.06, 276.32, 108.81\r\n'
b'3197781, -0.01, -0.03, 0.96, -0.24, 0.24, -0.55, 75.32, -23.86, -14.85, -0.7448, 0.0267, 0.0028, -0.6667, 4.54, 2.07, 276.37, 107.57\r\n'
b'3197881, -0.01, -0.03, 0.95, -0.24, 0.12, -0.49, 75.02, -24.46, -13.65, -0.7451, 0.0267, 0.0027, -0.6664, 4.54, 2.07, 276.42, 108.06\r\n'
b'3197981, -0.02, -0.03, 0.97, -0.18, 0.43, -0.55, 75.47, -24.76, -14.70, -0.7454, 0.0267, 0.0027, -0.6660, 4.54, 2.07, 276.48, 108.16\r\n'
b'3198081, -0.02, -0.04, 0.96, -0.30, 0.24, -0.61, 75.47, -25.06, -15.75, -0.7457, 0.0267, 0.0027, -0.6657, 4.53, 2.08, 276.53, 108.37\r\n'
b'3198181, -0.01, -0.03, 0.98, -0.18, 0.18, -0.61, 77.12, -24.76, -15.75, -0.7460, 0.0267, 0.0026, -0.6654, 4.53, 2.08, 276.58, 107.80\r\n'
b'3198282, -0.00, -0.04, 0.96, -0.30, 0.18, -0.61, 77.57, -24.46, -14.70, -0.7464, 0.0267, 0.0027, -0.6650, 4.52, 2.08, 276.64, 107.50\r\n'
b'3198381, -0.01, -0.03, 0.97, -0.30, 0.30, -0.49, 76.67, -24.91, -14.55, -0.7467, 0.0266, 0.0027, -0.6647, 4.52, 2.08, 276.69, 108.00\r\n'
b'3198481, -0.02, -0.03, 0.96, -0.24, 0.30, -0.55, 75.47, -22.96, -15.15, -0.7470, 0.0266, 0.0026, -0.6643, 4.50, 2.08, 276.74, 106.92\r\n'
b'3198581, -0.02, -0.03, 0.95, -0.18, 0.18, -0.43, 75.47, -23.41, -14.10, -0.7473, 0.0266, 0.0026, -0.6640, 4.50, 2.08, 276.80, 107.23\r\n'
b'3198681, -0.01, -0.03, 0.96, -0.30, 0.30, -0.49, 76.67, -25.96, -13.95, -0.7476, 0.0266, 0.0026, -0.6636, 4.49, 2.09, 276.85, 108.70\r\n'
b'3198781, -0.01, -0.02, 0.96, -0.18, 0.30, -0.61, 76.97, -23.26, -14.85, -0.7479, 0.0266, 0.0026, -0.6633, 4.49, 2.09, 276.91, 106.81\r\n'
b'3198881, -0.02, -0.03, 0.95, -0.37, 0.24, -0.61, 75.77, -25.51, -14.40, -0.7482, 0.0267, 0.0026, -0.6629, 4.50, 2.09, 276.96, 108.60\r\n'
b'3198982, -0.02, -0.03, 0.95, -0.24, 0.24, -0.55, 75.02, -25.06, -15.45, -0.7485, 0.0266, 0.0026, -0.6626, 4.49, 2.09, 277.01, 108.47\r\n'
b'3199081, -0.01, -0.03, 0.96, -0.18, 0.37, -0.55, 75.47, -24.46, -14.70, -0.7488, 0.0266, 0.0026, -0.6622, 4.49, 2.09, 277.07, 107.96\r\n'
b'3199182, -0.01, -0.03, 0.97, -0.37, 0.12, -0.61, 77.12, -24.01, -15.45, -0.7492, 0.0267, 0.0027, -0.6618, 4.50, 2.09, 277.12, 107.29\r\n'
b'3199281, -0.02, -0.02, 0.97, -0.24, 0.24, -0.67, 75.02, -25.06, -14.10, -0.7495, 0.0267, 0.0027, -0.6615, 4.51, 2.08, 277.18, 108.47\r\n'
b'3199382, -0.01, -0.04, 0.96, -0.30, 0.30, -0.67, 75.47, -25.81, -15.45, -0.7498, 0.0266, 0.0027, -0.6611, 4.51, 2.08, 277.24, 108.88\r\n'
b'3199481, -0.01, -0.03, 0.96, -0.30, 0.30, -0.67, 76.37, -23.26, -15.30, -0.7501, 0.0266, 0.0027, -0.6608, 4.51, 2.09, 277.29, 106.94\r\n'
b'3199582, -0.02, -0.02, 0.96, -0.24, 0.12, -0.61, 75.47, -25.81, -16.05, -0.7504, 0.0266, 0.0027, -0.6604, 4.50, 2.09, 277.34, 108.88\r\n'
b'3199682, -0.01, -0.03, 0.96, -0.06, 0.37, -0.55, 76.67, -25.66, -15.60, -0.7508, 0.0266, 0.0027, -0.6600, 4.49, 2.09, 277.40, 108.50\r\n'
b'3199782, -0.01, -0.03, 0.97, -0.30, 0.37, -0.55, 74.42, -24.76, -16.50, -0.7511, 0.0266, 0.0027, -0.6597, 4.49, 2.09, 277.45, 108.40\r\n'
b'3199882, -0.01, -0.03, 0.95, -0.37, 0.30, -0.55, 75.47, -24.76, -13.65, -0.7514, 0.0266, 0.0026, -0.6593, 4.47, 2.09, 277.51, 108.16\r\n'
b'3199982, -0.02, -0.03, 0.96, -0.06, 0.43, -0.67, 76.07, -25.51, -14.10, -0.7517, 0.0266, 0.0026, -0.6589, 4.47, 2.10, 277.57, 108.54\r\n'
b'3200082, -0.01, -0.04, 0.95, -0.24, 0.24, -0.61, 76.67, -24.91, -14.85, -0.7520, 0.0267, 0.0026, -0.6586, 4.48, 2.10, 277.61, 108.00\r\n'
b'3200182, -0.02, -0.03, 0.95, -0.43, 0.18, -0.49, 75.77, -25.81, -15.45, -0.7523, 0.0266, 0.0025, -0.6583, 4.45, 2.11, 277.67, 108.81\r\n'
b'3200282, -0.02, -0.03, 0.96, -0.18, 0.24, -0.61, 75.92, -22.81, -16.65, -0.7526, 0.0267, 0.0025, -0.6579, 4.45, 2.11, 277.72, 106.72\r\n'
