b'3200382, -0.00, -0.03, 0.96, -0.37, 0.18, -0.61, 76.52, -24.46, -14.40, -0.7529, 0.0267, 0.0025, -0.6576, 4.45, 2.11, 277.77, 107.72\r\n'
b'3200483, -0.01, -0.02, 0.97, -0.30, 0.18, -0.61, 75.62, -25.66, -14.25, -0.7532, 0.0266, 0.0025, -0.6572, 4.44, 2.11, 277.83, 108.74\r\n'
b'3200582, -0.02, -0.03, 0.97, -0.24, 0.24, -0.67, 75.47, -25.51, -15.15, -0.7535, 0.0266, 0.0025, -0.6569, 4.44, 2.11, 277.88, 108.67\r\n'
b'3200683, -0.01, -0.04, 0.95, -0.30, 0.30, -0.61, 75.62, -23.56, -13.50, -0.7538, 0.0267, 0.0025, -0.6565, 4.44, 2.12, 277.94, 107.30\r\n'
b'3200782, -0.00, -0.03, 0.96, -0.37, 0.24, -0.61, 75.02, -25.06, -16.05, -0.7542, 0.0266, 0.0025, -0.6561, 4.43, 2.12, 278.00, 108.47\r\n'
b'3200883, -0.02, -0.03, 0.96, -0.18, 0.18, -0.61, 75.47, -25.51, -14.70, -0.7545, 0.0267, 0.0025, -0.6558, 4.44, 2.12, 278.05, 108.67\r\n'
b'3200982, -0.01, -0.04, 0.97, -0.24, 0.30, -0.61, 76.37, -24.91, -15.60, -0.7548, 0.0267, 0.0025, -0.6554, 4.44, 2.12, 278.10, 108.06\r\n'
b'3201083, -0.02, -0.03, 0.94, -0.30, 0.30, -0.61, 75.77, -24.01, -15.75, -0.7551, 0.0267, 0.0025, -0.6551, 4.44, 2.12, 278.16, 107.58\r\n'
b'3201183, -0.02, -0.03, 0.97, -0.18, 0.24, -0.49, 76.07, -26.26, -15.45, -0.7554, 0.0267, 0.0025, -0.6547, 4.44, 2.13, 278.21, 109.04\r\n'
b'3201283, -0.01, -0.04, 0.96, -0.24, 0.61, -0.24, 75.77, -25.06, -14.10, -0.7557, 0.0268, 0.0026, -0.6544, 4.48, 2.13, 278.26, 108.30\r\n'
b'3201383, -0.02, -0.04, 0.96, -0.49, 0.37, -0.49, 75.47, -26.56, -14.70, -0.7560, 0.0267, 0.0024, -0.6540, 4.42, 2.13, 278.32, 109.39\r\n'
b'3201483, -0.01, -0.04, 0.96, 0.06, 0.30, -0.73, 75.92, -24.61, -15.30, -0.7563, 0.0268, 0.0025, -0.6537, 4.45, 2.13, 278.37, 107.96\r\n'
b'3201583, -0.01, -0.04, 0.97, -0.12, -0.06, -1.16, 76.07, -24.76, -15.75, -0.7566, 0.0268, 0.0025, -0.6533, 4.46, 2.14, 278.42, 108.03\r\n'
b'3201683, -0.02, -0.03, 0.96, 0.30, 0.30, -0.73, 76.37, -23.86, -12.90, -0.7569, 0.0268, 0.0025, -0.6529, 4.44, 2.14, 278.48, 107.35\r\n'
b'3201783, -0.02, -0.02, 0.96, 0.30, 0.12, -0.67, 75.77, -22.96, -16.80, -0.7572, 0.0267, 0.0025, -0.6526, 4.44, 2.13, 278.53, 106.86\r\n'
b'3201883, -0.01, -0.01, 0.96, 0.24, 0.18, -0.43, 75.92, -24.31, -15.30, -0.7575, 0.0267, 0.0025, -0.6523, 4.42, 2.13, 278.58, 107.75\r\n'
b'3201983, -0.02, -0.03, 0.96, -0.06, -0.43, -0.73, 75.47, -25.06, -15.15, -0.7578, 0.0266, 0.0026, -0.6520, 4.43, 2.12, 278.63, 108.37\r\n'
b'3202083, -0.02, -0.03, 0.96, -0.55, 0.06, -0.55, 75.77, -25.51, -15.45, -0.7581, 0.0267, 0.0026, -0.6516, 4.43, 2.12, 278.68, 108.60\r\n'
b'3202183, -0.02, -0.03, 0.96, -0.55, 0.30, -0.55, 77.72, -25.36, -15.60, -0.7584, 0.0267, 0.0027, -0.6513, 4.45, 2.12, 278.73, 108.07\r\n'
b'3202283, -0.01, -0.04, 0.96, -0.37, 0.30, -0.79, 76.52, -24.01, -15.15, -0.7587, 0.0268, 0.0027, -0.6509, 4.47, 2.13, 278.78, 107.42\r\n'
b'3202383, -0.02, -0.04, 0.97, -0.73, 0.37, -0.43, 77.57, -23.41, -15.45, -0.7590, 0.0267, 0.0027, -0.6506, 4.46, 2.12, 278.84, 106.79\r\n'
b'3202483, -0.01, -0.03, 0.97, 0.18, 0.67, -0.73, 75.32, -25.36, -14.55, -0.7593, 0.0267, 0.0028, -0.6502, 4.46, 2.12, 278.89, 108.61\r\n'
b'3202583, -0.01, -0.04, 0.94, 0.00, 0.37, -0.43, 75.92, -25.66, -15.30, -0.7596, 0.0268, 0.0027, -0.6499, 4.46, 2.13, 278.94, 108.67\r\n'
b'3202684, -0.02, -0.04, 0.97, -0.06, 0.24, -0.55, 74.87, -25.66, -14.25, -0.7599, 0.0266, 0.0026, -0.6495, 4.41, 2.13, 279.00, 108.92\r\n'
b'3202783, -0.01, -0.02, 0.95, -0.24, 0.30, -0.85, 74.87, -25.36, -13.50, -0.7602, 0.0266, 0.0025, -0.6491, 4.39, 2.13, 279.06, 108.71\r\n'
b'3202884, -0.01, -0.02, 0.96, 0.24, -0.12, -0.79, 75.92, -25.96, -14.85, -0.7605, 0.0266, 0.0026, -0.6488, 4.41, 2.13, 279.11, 108.88\r\n'
b'3202983, -0.00, -0.04, 0.94, -0.55, -0.06, -0.79, 75.32, -25.66, -16.20, -0.7609, 0.0268, 0.0029, -0.6484, 4.48, 2.12, 279.17, 108.81\r\n'
b'3203083, -0.01, -0.04, 0.96, -0.06, 0.30, -0.85, 76.07, -24.76, -15.45, -0.7611, 0.0269, 0.0029, -0.6481, 4.51, 2.13, 279.21, 108.03\r\n'
b'3203184, -0.01, -0.04, 0.96, -0.24, 0.61, -0.49, 76.97, -25.66, -14.85, -0.7614, 0.0266, 0.0027, -0.6477, 4.42, 2.13, 279.27, 108.43\r\n'
b'3203283, -0.02, -0.04, 0.96, -0.12, 0.43, -0.49, 76.67, -25.96, -15.90, -0.7617, 0.0267, 0.0027, -0.6474, 4.42, 2.13, 279.32, 108.70\r\n'
b'3203384, -0.02, -0.04, 0.96, -0.61, 0.37, -0.61, 78.02, -24.91, -14.85, -0.7619, 0.0269, 0.0027, -0.6471, 4.46, 2.15, 279.36, 107.70\r\n'
b'3203483, -0.02, -0.03, 0.96, -0.12, 0.18, -0.49, 76.37, -25.36, -16.20, -0.7623, 0.0268, 0.0026, -0.6467, 4.44, 2.15, 279.42, 108.37\r\n'
b'3203584, -0.01, -0.01, 0.96, -0.98, 0.49, -0.98, 76.82, -24.76, -14.40, -0.7626, 0.0269, 0.0028, -0.6463, 4.48, 2.15, 279.48, 107.86\r\n'
b'3203684, -0.02, -0.03, 0.96, 0.00, 0.55, -0.91, 76.67, -23.56, -14.85, -0.7629, 0.0271, 0.0030, -0.6460, 4.53, 2.15, 279.53, 107.08\r\n'
b'3203784, -0.02, -0.04, 0.96, 0.12, 0.18, -0.61, 78.02, -24.61, -15.75, -0.7632, 0.0270, 0.0028, -0.6456, 4.48, 2.16, 279.59, 107.50\r\n'
b'3203884, -0.02, -0.03, 0.95, 0.12, 0.49, 0.12, 75.77, -24.01, -15.45, -0.7635, 0.0268, 0.0027, -0.6452, 4.43, 2.15, 279.64, 107.58\r\n'
b'3203984, -0.02, -0.02, 0.96, 0.18, 0.00, -1.10, 76.52, -25.06, -13.65, -0.7638, 0.0266, 0.0025, -0.6449, 4.38, 2.14, 279.69, 108.13\r\n'
b'3204084, -0.01, -0.03, 0.95, 0.00, 0.37, -0.79, 75.92, -25.66, -15.60, -0.7641, 0.0266, 0.0025, -0.6445, 4.37, 2.15, 279.75, 108.67\r\n'
b'3204184, -0.01, -0.03, 0.97, 0.00, 0.06, -0.55, 76.82, -25.06, -14.10, -0.7644, 0.0264, 0.0026, -0.6442, 4.35, 2.13, 279.80, 108.06\r\n'
b'3204284, -0.02, -0.02, 0.96, -0.24, 0.06, -0.79, 77.42, -25.96, -13.95, -0.7647, 0.0264, 0.0026, -0.6438, 4.35, 2.13, 279.86, 108.53\r\n'
b'3204384, -0.01, -0.03, 0.96, -0.85, 1.04, -0.43, 76.97, -24.61, -14.85, -0.7650, 0.0266, 0.0025, -0.6435, 4.35, 2.15, 279.91, 107.73\r\n'
b'3204484, -0.00, -0.02, 0.96, -0.12, -1.28, 1.16, 77.12, -24.46, -14.40, -0.7648, 0.0257, 0.0027, -0.6437, 4.26, 2.06, 279.87, 107.59\r\n'
b'3204584, -0.02, -0.05, 0.98, 0.43, -0.49, -0.18, 76.52, -25.06, -14.70, -0.7657, 0.0262, 0.0026, -0.6427, 4.31, 2.11, 280.02, 108.13\r\n'
b'3204684, -0.01, -0.02, 0.95, 1.46, -0.55, 0.73, 75.47, -24.46, -15.75, -0.7658, 0.0249, 0.0017, -0.6426, 3.97, 2.06, 280.03, 107.96\r\n'
b'3204784, -0.03, -0.01, 0.97, 0.61, -0.79, 8.90, 74.72, -24.46, -14.10, -0.7629, 0.0246, 0.0017, -0.6460, 3.94, 2.02, 279.52, 108.12\r\n'
b'3204885, -0.01, -0.01, 0.99, 15.06, 3.90, -0.55, 75.47, -25.51, -15.45, -0.7605, 0.0207, -0.0037, -0.6490, 2.44, 2.08, 279.07, 108.67\r\n'
b'3204984, -0.01, -0.00, 1.02, 37.93, 20.37, 4.21, 72.62, -22.36, -16.80, -0.7603, 0.0103, -0.0243, -0.6491, 357.29, 2.70, 278.99, 107.11\r\n'
b'3205085, -0.05, 0.09, 1.00, 40.24, -9.02, 5.79, 71.57, -19.80, -20.26, -0.7559, -0.0111, -0.0567, -0.6522, 348.49, 3.30, 278.26, 105.47\r\n'
b'3205185, -0.01, 0.18, 0.94, 47.99, -2.07, -2.80, 70.82, -19.05, -23.26, -0.7553, -0.0424, -0.0686, -0.6504, 341.73, 1.46, 278.42, 105.06\r\n'
b'3205285, -0.02, 0.27, 0.91, 57.20, -1.40, 0.30, 69.02, -17.40, -25.36, -0.7533, -0.0774, -0.1019, -0.6451, 330.63, 0.88, 278.73, 104.15\r\n'
b'3205385, -0.02, 0.35, 0.90, 48.78, -14.21, -1.65, 66.77, -17.55, -28.96, -0.7498, -0.1196, -0.1251, -0.6386, 320.21, 358.80, 279.37, 104.73\r\n'
b'3205485, -0.01, 0.43, 0.90, 42.56, 4.02, -2.50, 64.52, -16.95, -29.11, -0.7456, -0.1541, -0.1489, -0.6310, 310.77, 357.36, 280.09, 104.72\r\n'
b'3205585, -0.01, 0.49, 0.85, 28.72, 2.32, -0.24, 64.07, -14.55, -31.06, -0.7406, -0.1748, -0.1714, -0.6257, 303.59, 357.11, 280.34, 102.80\r\n'
b'3205685, -0.01, 0.53, 0.80, 11.10, -4.70, 2.13, 64.07, -14.25, -33.16, -0.7371, -0.1904, -0.1803, -0.6228, 299.61, 356.28, 280.61, 102.54\r\n'
b'3205785, -0.00, 0.53, 0.82, -2.80, 9.63, -0.67, 64.67, -15.45, -33.31, -0.7354, -0.1933, -0.1824, -0.6233, 298.77, 356.20, 280.48, 103.44\r\n'
b'3205885, -0.04, 0.50, 0.84, -31.34, 22.74, -2.87, 63.92, -13.35, -33.31, -0.7355, -0.1735, -0.1851, -0.6282, 301.27, 358.51, 279.39, 101.80\r\n'
b'3205985, -0.06, 0.43, 0.85, -50.91, 14.02, -4.27, 66.77, -11.55, -33.01, -0.7405, -0.1357, -0.1725, -0.6353, 309.34, 1.15, 278.49, 99.82\r\n'
b'3206086, -0.10, 0.33, 0.86, -60.06, 14.45, -5.30, 69.77, -11.40, -33.46, -0.7462, -0.0899, -0.1520, -0.6419, 319.98, 3.72, 277.94, 99.28\r\n'
b'3206185, -0.11, 0.23, 0.89, -57.99, 12.87, -4.76, 73.37, -9.60, -32.41, -0.7510, -0.0436, -0.1259, -0.6467, 331.57, 5.76, 277.82, 97.46\r\n'
b'3206285, -0.14, 0.15, 0.94, -65.12, 2.20, -2.44, 75.62, -10.20, -32.26, -0.7530, 0.0014, -0.0962, -0.6510, 343.55, 7.39, 277.78, 97.68\r\n'
b'3206386, -0.12, 0.02, 0.94, -67.74, 8.84, -0.79, 78.77, -8.40, -33.01, -0.7532, 0.0464, -0.0582, -0.6535, 356.89, 8.39, 278.00, 96.09\r\n'
b'3206485, -0.15, -0.09, 0.94, -57.32, 7.87, 0.49, 81.77, -9.30, -31.06, -0.7489, 0.0913, -0.0298, -0.6556, 8.62, 10.15, 277.98, 96.49\r\n'
b'3206585, -0.14, -0.20, 0.92, -50.06, 9.33, -2.87, 85.07, -10.20, -34.06, -0.7440, 0.1312, -0.0020, -0.6552, 19.45, 11.58, 278.25, 96.84\r\n'
b'3206686, -0.17, -0.28, 0.90, -51.04, 3.72, -0.67, 85.97, -7.80, -34.21, -0.7380, 0.1693, 0.0211, -0.6529, 29.21, 13.28, 278.71, 95.19\r\n'
b'3206785, -0.19, -0.36, 0.88, -46.59, 4.88, -0.98, 89.72, -8.70, -34.66, -0.7301, 0.2012, 0.0465, -0.6514, 38.53, 14.30, 278.96, 95.54\r\n'
b'3206886, -0.17, -0.45, 0.84, -48.11, 11.46, 0.79, 89.42, -9.75, -36.46, -0.7212, 0.2359, 0.0713, -0.6474, 48.20, 15.76, 279.56, 96.22\r\n'
b'3206986, -0.21, -0.47, 0.79, -27.32, 24.15, -3.17, 90.62, -8.85, -37.96, -0.7151, 0.2697, 0.0792, -0.6400, 54.57, 18.66, 280.91, 95.58\r\n'
b'3207086, -0.23, -0.51, 0.76, -29.33, 16.28, 0.06, 91.82, -6.90, -39.16, -0.7112, 0.2976, 0.0821, -0.6315, 59.02, 21.55, 282.53, 94.30\r\n'
b'3207185, -0.24, -0.54, 0.74, -26.65, 6.65, 1.16, 93.62, -7.35, -39.76, -0.7031, 0.3222, 0.0913, -0.6273, 64.36, 23.57, 283.41, 94.49\r\n'
b'3207286, -0.27, -0.59, 0.73, -4.27, 8.41, 0.85, 92.72, -5.40, -42.31, -0.6969, 0.3383, 0.0964, -0.6250, 67.73, 25.01, 283.95, 93.33\r\n'
b'3207386, -0.28, -0.56, 0.73, 47.99, 6.04, -8.35, 91.67, -6.45, -41.41, -0.7071, 0.3298, 0.0767, -0.6208, 62.39, 25.72, 284.73, 94.03\r\n'
b'3207486, -0.26, -0.46, 0.76, 63.29, -21.59, -16.95, 92.72, -6.75, -38.56, -0.7284, 0.2858, 0.0570, -0.6201, 51.89, 22.60, 284.45, 94.16\r\n'
b'3207586, -0.18, -0.35, 0.86, 48.35, -36.59, -14.57, 90.62, -8.25, -36.91, -0.7495, 0.2323, 0.0470, -0.6181, 41.90, 18.10, 284.35, 95.20\r\n'
b'3207686, -0.12, -0.32, 0.87, 43.17, -40.73, -13.60, 87.77, -10.65, -32.86, -0.7623, 0.1799, 0.0533, -0.6194, 35.41, 12.63, 283.79, 96.92\r\n'
b'3207786, -0.06, -0.25, 0.96, 40.30, -29.15, -10.18, 88.52, -11.40, -32.11, -0.7741, 0.1331, 0.0524, -0.6167, 28.39, 8.39, 283.95, 97.34\r\n'
b'3207886, 0.05, -0.18, 0.97, 9.51, -72.93, -6.40, 85.82, -11.55, -30.31, -0.7802, 0.0897, 0.0741, -0.6147, 26.11, 2.87, 283.86, 97.67\r\n'
b'3207986, 0.21, -0.20, 0.97, 3.35, -61.71, -4.02, 85.97, -18.75, -27.01, -0.7785, 0.0453, 0.1282, -0.6128, 29.55, 354.86, 282.92, 102.31\r\n'
b'3208086, 0.24, -0.23, 0.93, 9.88, -28.96, 15.55, 86.72, -19.50, -28.06, -0.7707, 0.0232, 0.1505, -0.6188, 30.22, 351.03, 281.29, 102.68\r\n'
b'3208186, 0.25, -0.19, 0.91, 6.40, -29.02, 10.49, 87.02, -21.91, -26.41, -0.7613, 0.0058, 0.1630, -0.6275, 29.61, 348.32, 279.48, 104.13\r\n'
b'3208286, 0.29, -0.18, 0.91, 10.12, -52.87, -0.98, 84.62, -22.66, -25.36, -0.7528, -0.0213, 0.1829, -0.6320, 28.78, 344.23, 277.96, 104.99\r\n'
b'3208387, 0.40, -0.13, 0.83, 27.32, -46.52, -15.06, 83.57, -24.76, -24.01, -0.7476, -0.0672, 0.2133, -0.6254, 27.16, 337.80, 277.50, 106.50\r\n'
b'3208487, 0.50, -0.10, 0.80, 24.88, -42.01, -16.95, 83.12, -29.41, -24.01, -0.7447, -0.1140, 0.2353, -0.6140, 24.31, 332.01, 277.95, 109.48\r\n'
b'3208587, 0.56, -0.05, 0.77, 12.01, -40.85, -14.21, 82.37, -32.41, -22.06, -0.7413, -0.1527, 0.2526, -0.6027, 21.96, 327.26, 278.54, 111.48\r\n'
b'3208686, 0.63, -0.04, 0.74, 11.65, -31.71, -10.91, 81.62, -33.76, -21.91, -0.7380, -0.1813, 0.2649, -0.5936, 20.25, 323.76, 279.06, 112.47\r\n'
b'3208786, 0.68, -0.02, 0.74, 16.04, -13.48, -3.54, 80.12, -34.81, -22.06, -0.7343, -0.2040, 0.2692, -0.5888, 17.85, 321.38, 279.42, 113.48\r\n'
b'3208886, 0.62, 0.00, 0.77, 9.57, 69.76, 13.84, 79.37, -35.41, -22.21, -0.7348, -0.2017, 0.2553, -0.5952, 15.53, 322.71, 279.36, 114.04\r\n'
b'3208986, 0.54, -0.04, 0.78, -18.84, 53.60, 23.29, 80.42, -30.46, -23.26, -0.7365, -0.1621, 0.2269, -0.6163, 15.45, 328.45, 277.97, 110.74\r\n'
b'3209087, 0.43, -0.06, 0.87, -24.76, 74.57, 29.45, 79.52, -25.66, -22.81, -0.7364, -0.1038, 0.1881, -0.6416, 16.53, 336.52, 276.15, 107.88\r\n'
b'3209187, 0.28, -0.11, 0.92, 0.85, 106.04, 16.95, 80.42, -20.56, -26.41, -0.7364, -0.0418, 0.1428, -0.6600, 17.85, 345.34, 275.11, 104.34\r\n'
b'3209287, 0.09, -0.14, 0.95, -4.70, 97.13, 9.39, 81.62, -15.45, -28.96, -0.7394, 0.0206, 0.0756, -0.6686, 16.02, 355.91, 275.47, 100.72\r\n'
b'3209387, -0.05, -0.14, 0.92, -29.21, 66.10, 10.85, 82.52, -10.35, -30.76, -0.7370, 0.0798, 0.0354, -0.6702, 18.32, 4.08, 275.76, 97.15\r\n'
b'3209487, -0.15, -0.20, 0.91, -21.22, 77.38, 10.73, 83.72, -9.45, -34.36, -0.7302, 0.1359, 0.0082, -0.6695, 22.36, 11.02, 276.05, 96.44\r\n'
b'3209587, -0.31, -0.21, 0.87, -11.95, 88.23, 9.51, 82.52, -6.00, -37.21, -0.7211, 0.1956, -0.0392, -0.6635, 23.44, 19.95, 276.83, 94.16\r\n'
b'3209687, -0.45, -0.24, 0.80, -16.89, 66.59, 9.27, 82.37, -2.70, -42.61, -0.7077, 0.2522, -0.0801, -0.6551, 25.07, 28.24, 277.59, 91.88\r\n'
b'3209787, -0.54, -0.29, 0.78, -21.16, 37.07, -0.85, 82.37, -1.95, -45.31, -0.6962, 0.2941, -0.1043, -0.6465, 27.19, 34.06, 278.43, 91.36\r\n'
b'3209887, -0.58, -0.29, 0.72, -8.17, 4.51, -10.55, 84.32, -1.20, -45.76, -0.6938, 0.3163, -0.1081, -0.6379, 29.37, 36.61, 279.69, 90.82\r\n'
b'3209987, -0.55, -0.28, 0.77, 6.22, -34.15, 2.44, 85.97, -0.75, -45.46, -0.6977, 0.3086, -0.0972, -0.6391, 30.01, 35.07, 279.78, 90.50\r\n'
b'3210088, -0.45, -0.26, 0.81, 24.39, -61.71, 5.37, 82.67, -3.45, -43.96, -0.7026, 0.2670, -0.0769, -0.6551, 27.99, 29.38, 277.69, 92.39\r\n'
b'3210188, -0.34, -0.20, 0.86, 28.17, -56.77, -13.48, 81.62, -3.75, -39.46, -0.7136, 0.2156, -0.0548, -0.6642, 24.04, 22.90, 276.55, 92.63\r\n'
b'3210288, -0.23, -0.21, 0.89, 19.33, -41.59, -39.94, 83.87, -6.75, -36.61, -0.7361, 0.1702, -0.0267, -0.6546, 21.15, 16.88, 278.28, 94.60\r\n'
b'3210387, -0.17, -0.19, 0.90, 1.28, -19.70, -55.43, 85.37, -6.45, -35.56, -0.7656, 0.1506, -0.0088, -0.6254, 20.14, 14.20, 282.77, 94.32\r\n'
b'3210487, -0.09, -0.21, 0.92, -0.67, -13.96, -59.70, 87.32, -7.35, -34.06, -0.7967, 0.1414, 0.0144, -0.5874, 21.80, 12.25, 288.37, 94.81\r\n'
b'3210588, -0.10, -0.22, 0.95, 10.98, -2.20, -63.48, 88.67, -7.95, -34.36, -0.8288, 0.1314, 0.0224, -0.5434, 20.73, 11.35, 294.53, 95.12\r\n'
b'3210688, -0.05, -0.21, 0.93, 5.06, -15.00, -66.59, 92.57, -11.55, -34.36, -0.8588, 0.1207, 0.0307, -0.4970, 19.89, 10.34, 300.79, 97.11\r\n'
b'3210788, 0.03, -0.18, 0.90, 15.00, -6.40, -68.29, 94.67, -13.35, -33.01, -0.8877, 0.1070, 0.0467, -0.4454, 20.53, 8.67, 307.49, 98.03\r\n'
b'3210888, 0.03, -0.13, 0.93, 26.71, 4.02, -50.79, 95.57, -15.90, -31.06, -0.9119, 0.0882, 0.0390, -0.3990, 16.26, 7.53, 313.28, 99.45\r\n'
b'3210988, 0.04, -0.13, 0.94, 8.66, -8.05, -40.30, 95.57, -16.95, -30.16, -0.9270, 0.0721, 0.0388, -0.3661, 14.32, 6.09, 317.28, 100.06\r\n'
b'3211088, 0.06, -0.12, 0.98, -2.20, -1.22, -40.98, 96.02, -17.85, -30.91, -0.9384, 0.0698, 0.0474, -0.3352, 15.61, 5.75, 321.08, 100.53\r\n'
b'3211188, 0.05, -0.13, 0.94, 11.59, 17.44, -44.27, 94.67, -19.35, -32.26, -0.9505, 0.0673, 0.0436, -0.3002, 14.16, 5.89, 325.30, 101.55\r\n'
b'3211288, 0.03, -0.10, 0.95, 3.72, 2.26, -45.00, 98.87, -19.35, -30.91, -0.9622, 0.0621, 0.0351, -0.2630, 11.51, 5.83, 329.72, 101.08\r\n'
b'3211388, 0.07, -0.10, 0.96, -0.49, 0.43, -52.87, 98.72, -20.26, -31.06, -0.9725, 0.0617, 0.0389, -0.2211, 11.81, 5.93, 334.69, 101.59\r\n'
b'3211489, 0.06, -0.09, 0.95, 13.96, 17.20, -45.30, 98.72, -21.61, -31.06, -0.9820, 0.0543, 0.0304, -0.1781, 9.08, 5.51, 339.66, 102.34\r\n'
b'3211588, 0.04, -0.07, 0.97, 13.17, 15.73, -43.29, 97.67, -23.41, -30.76, -0.9889, 0.0430, 0.0155, -0.1413, 4.91, 4.63, 343.84, 103.48\r\n'
b'3211688, 0.05, -0.06, 0.98, 16.40, 15.98, -38.41, 99.02, -24.01, -31.06, -0.9938, 0.0325, 0.0056, -0.1063, 2.07, 3.64, 347.82, 103.63\r\n'
b'3211789, -0.02, 0.01, 0.99, 22.80, 20.67, -27.50, 98.12, -23.26, -30.91, -0.9969, 0.0163, -0.0116, -0.0766, 357.63, 1.97, 351.20, 103.33\r\n'
b'3211888, -0.03, 0.10, 0.93, 11.28, 22.50, -27.07, 98.42, -24.01, -28.66, -0.9982, 0.0037, -0.0247, -0.0552, 354.39, 0.58, 353.66, 103.71\r\n'
b'3211988, -0.05, 0.07, 0.95, 5.91, 2.01, -23.60, 97.82, -24.91, -28.51, -0.9990, -0.0031, -0.0313, -0.0331, 352.80, 359.76, 356.21, 104.28\r\n'
b'3212089, -0.07, 0.04, 0.95, 4.02, 5.37, -11.16, 98.72, -25.51, -29.41, -0.9993, -0.0070, -0.0326, -0.0178, 352.51, 359.26, 357.98, 104.49\r\n'
b'3212189, -0.06, 0.06, 0.98, -3.41, -14.15, 16.65, 97.82, -27.46, -28.96, -0.9993, -0.0075, -0.0288, -0.0207, 353.36, 359.21, 357.65, 105.68\r\n'
b'3212288, -0.06, 0.04, 0.97, -0.55, -14.39, 56.40, 97.37, -25.51, -28.36, -0.9985, -0.0092, -0.0165, -0.0509, 356.13, 359.05, 354.18, 104.68\r\n'
b'3212389, 0.02, 0.02, 0.96, -4.27, -9.63, 85.61, 96.62, -24.01, -29.41, -0.9933, -0.0099, -0.0015, -0.1150, 359.41, 358.90, 346.80, 103.95\r\n'
b'3212489, 0.05, 0.03, 0.98, -15.06, -14.39, 82.99, 96.02, -21.76, -29.86, -0.9820, -0.0061, 0.0048, -0.1889, 0.81, 359.21, 338.22, 102.77\r\n'
b'3212589, 0.09, -0.01, 0.96, -16.95, -22.32, 86.59, 92.87, -20.71, -29.86, -0.9646, 0.0087, 0.0282, -0.2620, 6.75, 0.11, 329.61, 102.57\r\n'
b'3212689, 0.08, -0.04, 0.94, -5.85, -0.18, 82.87, 93.02, -19.80, -28.36, -0.9423, 0.0179, 0.0418, -0.3317, 10.41, 0.34, 321.22, 102.02\r\n'
b'3212789, 0.05, -0.02, 0.95, 5.06, 27.74, 94.82, 90.62, -16.65, -31.51, -0.9151, 0.0222, 0.0271, -0.4018, 7.73, 1.09, 312.63, 100.41\r\n'
b'3212889, -0.00, -0.03, 0.94, -10.30, 14.70, 98.78, 86.57, -12.90, -30.31, -0.8774, 0.0344, 0.0092, -0.4784, 5.62, 2.96, 302.88, 98.48\r\n'
b'3212989, -0.04, -0.10, 0.95, -15.79, -6.46, 82.50, 85.67, -12.00, -31.81, -0.8363, 0.0467, 0.0100, -0.5461, 7.77, 3.86, 293.84, 97.98\r\n'
b'3213089, -0.06, -0.10, 0.94, 9.51, 9.27, 59.33, 82.97, -12.30, -30.61, -0.8011, 0.0512, 0.0068, -0.5964, 8.27, 4.25, 286.82, 98.43\r\n'
b'3213190, -0.06, -0.05, 0.95, 3.72, 2.01, 59.70, 79.37, -10.65, -32.11, -0.7696, 0.0501, -0.0045, -0.6365, 6.51, 4.76, 280.95, 97.64\r\n'
b'3213289, -0.06, -0.09, 0.97, -4.21, -4.21, 50.55, 78.32, -10.95, -31.51, -0.7364, 0.0500, -0.0053, -0.6747, 6.84, 4.65, 275.15, 97.96\r\n'
b'3213390, -0.07, -0.05, 0.94, 0.43, 9.02, 34.45, 76.67, -12.90, -33.01, -0.7104, 0.0523, -0.0103, -0.7017, 6.74, 5.11, 270.86, 99.55\r\n'
b'3213489, -0.10, -0.07, 0.96, -12.01, 11.65, 23.54, 74.87, -11.55, -33.31, -0.6935, 0.0608, -0.0110, -0.7178, 8.26, 5.76, 268.24, 98.77\r\n'
b'3213589, -0.10, -0.07, 0.96, -6.40, 7.20, 12.93, 75.62, -12.30, -32.71, -0.6827, 0.0728, -0.0158, -0.7269, 9.67, 7.05, 266.70, 99.24\r\n'
b'3213690, -0.13, -0.06, 0.93, -2.56, -5.06, -1.77, 74.57, -10.20, -31.66, -0.6786, 0.0748, -0.0125, -0.7306, 10.59, 6.91, 266.10, 97.79\r\n'
b'3213789, -0.07, -0.09, 0.93, -12.44, -14.51, -6.16, 74.72, -11.40, -32.41, -0.6826, 0.0698, -0.0042, -0.7274, 11.00, 5.84, 266.64, 98.68\r\n'
b'3213890, -0.09, -0.09, 0.93, 3.90, 2.99, 0.67, 75.92, -12.30, -30.91, -0.6826, 0.0705, 0.0000, -0.7274, 11.78, 5.55, 266.65, 99.21\r\n'
b'3213990, -0.13, -0.05, 0.96, 13.72, 6.34, -6.83, 76.07, -11.40, -33.46, -0.6842, 0.0655, -0.0216, -0.7261, 7.51, 6.97, 266.83, 98.53\r\n'
b'3214090, -0.10, -0.03, 0.94, 8.66, -10.79, -13.48, 75.32, -11.25, -31.96, -0.6908, 0.0553, -0.0215, -0.7206, 5.73, 6.18, 267.74, 98.50\r\n'
b'3214190, -0.10, -0.01, 0.98, 13.17, 2.87, -11.59, 73.97, -11.40, -33.46, -0.6988, 0.0440, -0.0263, -0.7135, 2.98, 5.68, 268.88, 98.76\r\n'
b'3214289, -0.10, 0.02, 0.98, 6.77, -6.59, -5.55, 76.07, -12.75, -31.66, -0.7057, 0.0381, -0.0370, -0.7065, 0.18, 6.09, 269.94, 99.52\r\n'
